order_id,date,time,order_type,branch_code,order_items,order_price,customer_lat,customer_lon,customerHasloyalty?,distance_to_customer_KM,delivery_fee
ORDY07267,2018-11-15,18:28:43,Dinner,TP,"[('Shrimp', 2), ('Pasta', 5)]",245.5,-37.8238251,144.9592967,0,8.327,12.4343211
ORDI06108,2018-04-26,11:43:05,Breakfast,NS,"[('Eggs', 4), ('Pancake', 8), ('Cereal', 10)]",492.0,-37.8048457,144.9280557,0,10.521,15.7151032
ORDJ09767,2018-02-14,09:21:07,Breakfast,TP,"[('Coffee', 7), ('Cereal', 8), ('Eggs', 8)]",396.5,-37.8234639,144.9701092,0,7.999,10.7352245
ORDC00463,2018-02-01,09:00:50,Breakfast,NS,"[('Coffee', 4), ('Cereal', 6), ('Eggs', 9), ('Pancake', 8)]",548.0,-37.8059885,144.9570839,0,7.85,12.7557772
ORDB01600,2018-08-01,15:05:54,Lunch,TP,"[('Burger', 10), ('Steak', 5), ('Fries', 7), ('Chicken', 7), ('Salad', 3)]",894.6,-37.8034132,144.9499017,0,9.934,13.1779134
ORDK07545,2018-01-01,08:00:00,Breakfast,BK,"[('Cereal', 6), ('Eggs', 9)]",324.0,-37.8240968,144.9307186,1,11.896,8.5413121
ORDA00708,2018-11-30,18:59:09,Dinner,BK,"[('Pasta', 7), ('Shrimp', 6), ('Fish&Chips', 3), ('Salmon', 5)]",826.5,-37.8031341,145.003551,0,5.337,11.954702
ORDA00774,2018-10-07,17:17:44,Dinner,BK,"[('Pasta', 8), ('Shrimp', 4), ('Fish&Chips', 4)]",576.0,-37.8200095,144.9614139,0,8.065,16.9820244
ORDY08704,2018-07-22,14:35:29,Lunch,TP,"[('Burger', 4), ('Steak', 8), ('Salad', 5), ('Chicken', 4), ('Fries', 4)]",746.0,-37.8146377,144.9538764,0,8.699,13.4211937
ORDC01448,2018-10-28,17:58:18,Dinner,NS,"[('Salmon', 8), ('Fish&Chips', 8), ('Pasta', 5)]",745.5,-37.8096634,144.9475724,0,8.933,25.042664700000003
ORDA06300,2018-09-09,16:16:54,Dinner,BK,"[('Pasta', 6), ('Salmon', 8), ('Shrimp', 10), ('Fish&Chips', 9)]",1348.0,-37.8098392,144.98912,0,5.106,14.4996865
ORDC02332,2018-03-19,10:32:06,Breakfast,NS,"[('Pancake', 3), ('Eggs', 1)]",94.75,-37.8121811,144.9578194,0,8.285,13.0094856
ORDX08009,2018-04-07,11:12:40,Breakfast,BK,"[('Cereal', 6), ('Coffee', 2), ('Pancake', 8), ('Eggs', 6)]",467.0,-37.8192593,145.0112358,0,4.368,11.7858749
ORDX05419,2018-07-08,14:15:12,Lunch,BK,"[('Salad', 7), ('Burger', 2), ('Fries', 9), ('Chicken', 3), ('Steak', 6)]",656.4,-37.8147157,144.9400839,0,9.739,18.0117895
ORDA05376,2018-04-28,11:53:14,Breakfast,BK,"[('Cereal', 3), ('Eggs', 9), ('Pancake', 1)]",285.25,-37.8225056,144.9692865,0,8.023,15.9272751
ORDC01691,2018-10-10,17:17:44,Dinner,NS,"[('Fish&Chips', 4), ('Salmon', 1), ('Shrimp', 9)]",667.0,-37.8124822,144.9533468,0,8.516,14.0684274
ORDB09607,2018-03-21,10:32:06,Breakfast,TP,"[('Pancake', 4), ('Coffee', 9), ('Eggs', 4), ('Cereal', 5)]",357.5,-37.8148803,144.96082,0,8.23,11.0920613
ORDX08667,2018-05-06,12:03:22,Lunch,BK,"[('Steak', 1), ('Burger', 6), ('Salad', 2), ('Fries', 7)]",349.4,-37.8100071,144.9333813,0,10.586,9.49093835
ORDK10706,2018-08-06,15:05:54,Lunch,BK,"[('Chicken', 2), ('Salad', 4), ('Burger', 2)]",194.8,-37.8150991,144.9692554,0,7.29,12.7764323
ORDK02034,2018-07-20,14:35:29,Lunch,BK,"[('Fries', 5), ('Salad', 2), ('Burger', 6), ('Steak', 10)]",730.4,-37.8202297,144.9894253,0,5.936,11.4792342
ORDY02677,2018-02-13,09:21:07,Breakfast,TP,"[('Eggs', 7), ('Coffee', 1)]",161.5,-37.8114302,144.9760797,0,8.975,11.6936472
ORDY07311,2018-05-19,12:33:48,Lunch,TP,"[('Burger', 10), ('Steak', 7), ('Fries', 5), ('Salad', 5), ('Chicken', 3)]",867.0,-37.7993418,144.9543752,0,9.903,14.4542025
ORDX02959,2018-05-03,12:03:22,Lunch,BK,"[('Salad', 3), ('Fries', 10), ('Burger', 6), ('Chicken', 7)]",581.6,-37.8121669,144.9664055,0,7.34,12.8008505
ORDA10867,2018-07-29,14:55:46,Lunch,BK,"[('Chicken', 1), ('Salad', 10), ('Burger', 3)]",297.0,-37.8194074,144.9496208,0,9.343,17.9780618
ORDA10253,2018-02-07,09:10:59,Breakfast,BK,"[('Pancake', 9), ('Eggs', 4), ('Coffee', 5), ('Cereal', 6)]",469.75,-37.8082903,144.9785409,0,6.057,10.6258134
ORDC00918,2018-02-16,09:31:16,Breakfast,NS,"[('Coffee', 8), ('Cereal', 2)]",102.0,-37.7998888,144.9460815,0,8.449,13.549667
ORDY10991,2018-05-12,12:13:31,Lunch,TP,"[('Fries', 7), ('Burger', 5), ('Steak', 6)]",509.0,-37.8005892,144.9373557,0,11.593,15.4873804
ORDK08721,2018-10-12,17:27:53,Dinner,BK,"[('Pasta', 10), ('Fish&Chips', 10), ('Shrimp', 7)]",1003.0,-37.8186371,144.9652181,0,7.685,14.2426579
ORDB10118,2018-05-25,12:43:56,Lunch,TP,"[('Burger', 6), ('Salad', 4), ('Fries', 10), ('Steak', 3)]",509.8,-37.8033265,144.9944293,0,11.155,14.5399861
ORDX05270,2018-02-14,09:21:07,Breakfast,BK,"[('Coffee', 2), ('Cereal', 9), ('Eggs', 6), ('Pancake', 10)]",578.5,-37.8244322,144.9757989,0,7.503,12.4103313
ORDA00901,2018-12-31,20:00:00,Dinner,BK,"[('Pasta', 8), ('Fish&Chips', 10)]",570.0,-37.8048333,144.9588489,0,7.908,14.9687907
ORDC05871,2018-05-04,12:03:22,Lunch,NS,"[('Fries', 6), ('Chicken', 8), ('Steak', 9), ('Salad', 4), ('Burger', 1)]",832.8,-37.8001569,144.9353663,0,6.636,12.2890753
ORDC09856,2018-03-27,10:42:15,Breakfast,NS,"[('Coffee', 10), ('Pancake', 4), ('Cereal', 3), ('Eggs', 10)]",455.0,-37.812419,144.9538206,0,8.355,13.5189462
ORDJ09735,2018-06-08,13:14:21,Lunch,TP,"[('Steak', 6), ('Burger', 8), ('Salad', 5)]",604.0,-37.8160448,144.9651252,0,7.848,11.297365
ORDJ09788,2018-07-20,14:35:29,Lunch,TP,"[('Chicken', 1), ('Steak', 2), ('Salad', 10), ('Burger', 7)]",511.0,-37.8223305,144.9469952,0,8.91,11.7318762
ORDJ05791,2018-02-06,09:10:59,Breakfast,TP,"[('Cereal', 7), ('Pancake', 9), ('Eggs', 2)]",409.25,-37.8230039,144.9793568,0,8.393,10.6774253
ORDC01676,2018-11-22,18:49:00,Dinner,NS,"[('Shrimp', 10), ('Fish&Chips', 9), ('Pasta', 7), ('Salmon', 10)]",1457.5,-37.8113535,144.9731957,0,7.447,12.8238402
ORDI00222,2018-03-30,10:52:23,Breakfast,NS,"[('Cereal', 4), ('Coffee', 7), ('Eggs', 10), ('Pancake', 1)]",380.75,-37.8112876,144.9617899,0,7.734,12.4709443
ORDJ05200,2018-05-04,12:03:22,Lunch,TP,"[('Chicken', 3), ('Steak', 8), ('Fries', 10), ('Salad', 1), ('Burger', 10)]",903.2,-37.8026898,144.938283,0,10.989,13.9229476
ORDB09414,2018-10-30,17:58:18,Dinner,TP,"[('Salmon', 8), ('Pasta', 10), ('Fish&Chips', 2), ('Shrimp', 4)]",889.0,-37.8061642,144.9398315,0,10.366,14.5171315
ORDX01728,2018-02-04,09:00:50,Breakfast,BK,"[('Coffee', 7), ('Pancake', 10), ('Cereal', 9), ('Eggs', 3)]",550.0,-37.8212464,144.9613796,0,8.199,15.6399543
ORDI04533,2018-03-15,10:21:58,Breakfast,NS,"[('Coffee', 8), ('Cereal', 8), ('Pancake', 10), ('Eggs', 1)]",492.5,-37.8001032,145.0050381,0,9.543,15.193737
ORDI02925,2018-08-10,15:16:03,Lunch,NS,"[('Steak', 6), ('Salad', 4), ('Chicken', 10), ('Burger', 10)]",968.8,-37.8037097,145.0116178,0,10.08,15.7345484
ORDI00612,2018-05-27,12:43:56,Lunch,NS,"[('Steak', 1), ('Fries', 6)]",117.0,-37.8173802,144.9488957,0,9.422,16.6496687
ORDK09744,2018-02-01,09:00:50,Breakfast,BK,"[('Eggs', 1), ('Pancake', 6)]",167.5,-37.8053575,144.9271491,0,11.083,15.9496877
ORDJ03308,2018-11-26,18:49:00,Dinner,TP,"[('Fish&Chips', 10), ('Shrimp', 1)]",404.0,-37.805919,144.9583184,0,9.09,13.053072
ORDB08470,2018-02-19,09:31:16,Breakfast,TP,"[('Coffee', 9), ('Eggs', 4), ('Pancake', 8)]",349.5,-37.806874,144.9782069,0,9.557,11.8707488
ORDJ04152,2018-04-10,11:12:40,Breakfast,TP,"[('Pancake', 7), ('Coffee', 8)]",229.75,-37.819452,145.0037269,0,10.969,13.3822703
ORDX03314,2018-06-21,13:34:38,Lunch,BK,"[('Chicken', 6), ('Fries', 1), ('Salad', 8), ('Burger', 5), ('Steak', 5)]",721.6,-37.799587,144.9634088,0,8.121,14.2465559
ORDA00982,2018-01-24,08:40:33,Breakfast,BK,"[('Cereal', 8), ('Pancake', 7), ('Eggs', 10)]",557.75,-37.8048626,144.9244347,0,11.018,16.0761634
ORDI08593,2018-10-22,17:48:10,Dinner,NS,"[('Salmon', 10), ('Pasta', 6), ('Fish&Chips', 8), ('Shrimp', 5)]",1125.0,-37.8194833,144.9628206,0,8.859,14.555783
ORDC06690,2018-05-14,12:23:39,Lunch,NS,"[('Fries', 2), ('Chicken', 9)]",312.0,-37.7993419,144.9590456,0,7.19,11.9644849
ORDA00908,2018-07-18,14:35:29,Lunch,BK,"[('Fries', 5), ('Burger', 2), ('Salad', 5), ('Chicken', 7)]",432.0,-37.8055127,144.9661838,0,7.331,12.5157647
ORDY02618,2018-02-01,09:00:50,Breakfast,TP,"[('Cereal', 6), ('Pancake', 8)]",320.0,-37.7994579,144.9596991,0,9.893,12.4122623
ORDZ01237,2018-01-05,08:00:00,Breakfast,NS,"[('Coffee', 3), ('Eggs', 10), ('Cereal', 4), ('Pancake', 5)]",447.75,-37.8106761,144.9394491,1,9.677,11.4104118
ORDZ09044,2018-01-20,08:30:25,Breakfast,NS,"[('Coffee', 2), ('Cereal', 5), ('Pancake', 3), ('Eggs', 5)]",302.75,-37.8066231,144.9591397,0,7.753,14.3201367
ORDC08570,2018-11-23,18:49:00,Dinner,NS,"[('Shrimp', 7), ('Pasta', 1)]",405.5,-37.8173725,144.9288324,0,10.642,16.9425254
ORDZ01238,2018-12-22,19:49:51,Dinner,NS,"[('Salmon', 1), ('Shrimp', 1), ('Fish&Chips', 3)]",200.0,-37.8180144,144.9470579,0,9.526,17.6235725
ORDB04819,2018-08-06,15:05:54,Lunch,TP,"[('Steak', 7), ('Fries', 8), ('Salad', 7), ('Chicken', 6), ('Burger', 2)]",785.4,-37.8034599,144.9541489,0,9.632,13.5649295
ORDX02947,2018-07-22,14:35:29,Lunch,BK,"[('Salad', 1), ('Burger', 4), ('Chicken', 7), ('Steak', 10), ('Fries', 5)]",875.2,-37.8087474,144.9474041,0,9.037,17.5743454
ORDY00554,2018-10-19,17:38:01,Dinner,TP,"[('Salmon', 8), ('Pasta', 8)]",548.0,-37.8187135,144.9670491,0,7.561,11.5262212
ORDJ08905,2018-08-02,15:05:54,Lunch,TP,"[('Salad', 10), ('Steak', 1)]",217.0,-37.7995127,144.9628862,0,9.83,13.2068395
ORDJ07222,2018-04-19,11:32:57,Breakfast,TP,"[('Cereal', 6), ('Coffee', 5), ('Eggs', 4), ('Pancake', 1)]",275.75,-37.8068238,144.9501402,0,9.558,11.8124668
ORDA07950,2018-08-18,15:36:20,Lunch,BK,"[('Chicken', 3), ('Salad', 4), ('Steak', 10), ('Burger', 4), ('Fries', 4)]",786.8,-37.8111201,144.9700211,0,6.993,15.7145511
ORDX04149,2018-02-04,09:00:50,Breakfast,BK,"[('Cereal', 3), ('Eggs', 1)]",85.0,-37.8050438,144.925926,0,10.924,18.6266576
ORDZ02121,2018-06-09,13:14:21,Lunch,NS,"[('Burger', 6), ('Chicken', 3)]",282.0,-37.825851,144.9579378,0,9.936,17.4571033
ORDA02040,2018-10-24,17:48:10,Dinner,BK,"[('Pasta', 2), ('Fish&Chips', 1)]",90.0,-37.8133599,144.9375612,0,9.945,17.1008605
ORDJ05300,2018-01-12,08:20:16,Breakfast,TP,"[('Cereal', 6), ('Coffee', 9), ('Pancake', 2), ('Eggs', 8)]",418.0,-37.8070286,144.9590202,1,8.98,5.7290183
ORDB03380,2018-07-23,14:45:38,Lunch,TP,"[('Chicken', 1), ('Salad', 5)]",118.0,-37.8249302,145.0119503,0,11.491,14.9176431
ORDY10334,2018-08-25,15:46:28,Lunch,TP,"[('Burger', 1), ('Steak', 8), ('Chicken', 6), ('Salad', 7)]",703.4,-37.8198091,144.9798688,0,8.764,14.0309164
ORDY01276,2018-08-01,14:55:46,Lunch,TP,"[('Burger', 2), ('Fries', 8), ('Steak', 4), ('Chicken', 1)]",370.0,-37.8070104,144.9489637,0,9.654,13.0331316
ORDK00463,2018-11-05,18:08:27,Dinner,BK,"[('Pasta', 8), ('Shrimp', 10), ('Salmon', 5), ('Fish&Chips', 5)]",1140.0,-37.8225159,144.9477823,0,9.261,16.33451
ORDJ02962,2018-03-04,10:01:41,Breakfast,TP,"[('Eggs', 1), ('Pancake', 3), ('Cereal', 4)]",178.75,-37.81931,145.0016982,0,10.795,14.898268
ORDB02028,2018-09-17,16:37:10,Dinner,TP,"[('Shrimp', 3), ('Fish&Chips', 9), ('Pasta', 1), ('Salmon', 9)]",873.5,-37.8135002,144.965631,0,8.206,12.4895731
ORDY06265,2018-12-06,19:09:17,Dinner,TP,"[('Pasta', 6), ('Shrimp', 1), ('Fish&Chips', 3)]",324.0,-37.8191898,144.9541886,0,8.396,12.3342338
ORDC01030,2018-03-23,10:42:15,Breakfast,NS,"[('Coffee', 8), ('Eggs', 6), ('Cereal', 1), ('Pancake', 6)]",358.5,-37.8008954,144.9451581,0,8.509,13.3008674
ORDA04818,2018-06-20,13:34:38,Lunch,BK,"[('Salad', 10), ('Fries', 2), ('Burger', 5)]",351.0,-37.8043534,144.9492338,0,8.807,14.8102987
ORDA09458,2018-10-24,17:48:10,Dinner,BK,"[('Pasta', 10), ('Fish&Chips', 8), ('Salmon', 6)]",801.0,-37.8200177,144.9670299,0,7.817,14.8666695
ORDA01780,2018-05-13,12:23:39,Lunch,BK,"[('Salad', 4), ('Steak', 2), ('Fries', 1), ('Chicken', 3)]",266.8,-37.8085074,144.9593706,0,7.798,16.632549
ORDC03111,2018-04-01,10:52:23,Breakfast,NS,"[('Eggs', 7), ('Cereal', 8), ('Coffee', 10), ('Pancake', 4)]",494.0,-37.8192673,144.9788564,0,9.479,16.2131805
ORDB02087,2018-05-14,12:23:39,Lunch,TP,"[('Fries', 8), ('Chicken', 5), ('Salad', 6), ('Burger', 3), ('Steak', 9)]",857.2,-37.8033609,144.9905526,0,11.586,7.33502315
ORDK05499,2018-10-03,17:07:36,Dinner,BK,"[('Shrimp', 5), ('Fish&Chips', 1), ('Pasta', 9), ('Salmon', 9)]",921.5,-37.8089395,144.9576682,0,7.956,14.6938445
ORDC11090,2018-01-15,08:20:16,Breakfast,NS,"[('Eggs', 9), ('Cereal', 4), ('Pancake', 3), ('Coffee', 6)]",399.75,-37.8148596,144.9235134,1,11.12,7.8792282
ORDB05918,2018-02-12,09:21:07,Breakfast,TP,"[('Cereal', 6), ('Coffee', 8), ('Eggs', 5)]",296.0,-37.8024414,144.9922659,0,11.376,13.6518793
ORDJ01761,2018-02-11,09:21:07,Breakfast,TP,"[('Coffee', 1), ('Cereal', 10), ('Pancake', 7)]",387.25,-37.8128061,144.96827,0,8.442,12.9884504
ORDX10376,2018-06-10,13:14:21,Lunch,BK,"[('Steak', 8), ('Fries', 1)]",372.0,-37.8141478,144.9640239,0,7.669,16.0455977
ORDJ09701,2018-11-24,18:49:00,Dinner,TP,"[('Pasta', 1), ('Salmon', 2), ('Shrimp', 1), ('Fish&Chips', 7)]",408.5,-37.8100359,144.9515793,0,9.308,14.631487
ORDY02149,2018-10-19,17:38:01,Dinner,TP,"[('Fish&Chips', 4), ('Salmon', 1), ('Pasta', 10), ('Shrimp', 2)]",564.0,-37.7997268,144.9254944,0,11.856,15.132966
ORDC04750,2018-07-01,13:54:55,Lunch,NS,"[('Steak', 8), ('Salad', 8), ('Burger', 7), ('Fries', 4), ('Chicken', 10)]",1082.6,-37.8165918,145.0093326,0,10.816,18.1356945
ORDA01474,2018-01-07,08:10:08,Breakfast,BK,"[('Pancake', 5), ('Cereal', 6)]",247.25,-37.8008536,145.0032655,1,4.953,3.06695135
ORDK00763,2018-03-13,10:21:58,Breakfast,BK,"[('Pancake', 6), ('Eggs', 9), ('Coffee', 9), ('Cereal', 4)]",495.0,-37.8115931,144.9381966,0,9.895,22.23564885
ORDK07547,2018-10-18,17:38:01,Dinner,BK,"[('Pasta', 6), ('Shrimp', 6)]",489.0,-37.8182545,144.9669671,0,7.541,14.8500158
ORDX01499,2018-11-04,18:08:27,Dinner,BK,"[('Fish&Chips', 7), ('Pasta', 10)]",520.0,-37.8193386,144.9610895,0,8.018,17.573612
ORDC08078,2018-07-21,14:35:29,Lunch,NS,"[('Fries', 10), ('Steak', 9), ('Chicken', 8), ('Salad', 10)]",953.0,-37.8122037,144.9745305,0,7.659,23.14728615
ORDJ06070,2018-09-05,16:06:45,Dinner,TP,"[('Salmon', 2), ('Fish&Chips', 1)]",117.0,-37.8152417,144.9276167,0,11.751,15.8701662
ORDC05094,2018-10-30,17:58:18,Dinner,NS,"[('Pasta', 7), ('Salmon', 9), ('Fish&Chips', 10), ('Shrimp', 1)]",965.5,-37.818685,144.9801048,0,8.671,14.6473463
ORDZ08936,2018-01-10,08:10:08,Breakfast,NS,"[('Coffee', 7), ('Cereal', 4), ('Pancake', 9), ('Eggs', 4)]",442.75,-37.8256512,144.9600263,1,9.569,10.59496485
ORDY08880,2018-03-30,10:52:23,Breakfast,TP,"[('Pancake', 2), ('Coffee', 10), ('Eggs', 2), ('Cereal', 6)]",293.5,-37.8010546,144.956769,0,9.613,12.530952
ORDZ00354,2018-08-28,15:56:37,Lunch,NS,"[('Salad', 8), ('Fries', 5), ('Chicken', 3), ('Burger', 2), ('Steak', 6)]",625.6,-37.8142265,144.963182,0,8.08,13.4609722
ORDX00975,2018-11-29,18:59:09,Dinner,BK,"[('Shrimp', 7), ('Salmon', 5), ('Fish&Chips', 6)]",793.0,-37.8096046,144.9726112,0,6.714,13.6418562
ORDC09670,2018-03-16,10:21:58,Breakfast,NS,"[('Coffee', 10), ('Pancake', 2), ('Cereal', 9), ('Eggs', 4)]",400.5,-37.8123555,144.9898132,0,8.803,13.9485899
ORDJ06531,2018-03-13,10:21:58,Breakfast,TP,"[('Coffee', 1), ('Eggs', 4), ('Pancake', 4)]",192.5,-37.819956,144.9673694,0,7.487,10.3101323
ORDC01769,2018-11-26,18:49:00,Dinner,NS,"[('Pasta', 6), ('Fish&Chips', 6), ('Salmon', 5), ('Shrimp', 10)]",1120.0,-37.8171306,144.9528792,0,8.992,15.1619395
ORDY08759,2018-07-14,14:25:21,Lunch,TP,"[('Fries', 9), ('Salad', 2)]",142.4,-37.8191691,145.005214,0,11.052,15.3783355
ORDK05399,2018-05-11,12:13:31,Lunch,BK,"[('Salad', 7), ('Fries', 10), ('Burger', 8)]",488.4,-37.8013501,144.937552,0,11.274,16.8398065
ORDB10461,2018-07-19,14:35:29,Lunch,TP,"[('Salad', 9), ('Burger', 3), ('Fries', 7), ('Steak', 10), ('Chicken', 4)]",909.8,-37.7992511,144.9471151,0,10.537,13.5835644
ORDY09551,2018-12-22,19:49:51,Dinner,TP,"[('Shrimp', 1), ('Fish&Chips', 5)]",229.0,-37.8193807,144.941667,0,9.701,15.2215673
ORDC07649,2018-03-27,10:42:15,Breakfast,NS,"[('Pancake', 5), ('Cereal', 2), ('Coffee', 4), ('Eggs', 10)]",413.25,-37.8171722,144.9860587,0,8.931,14.0308894
ORDJ01256,2018-02-03,09:00:50,Breakfast,TP,"[('Eggs', 3), ('Pancake', 6), ('Coffee', 3)]",234.0,-37.8094733,144.9560455,0,8.95,13.1103103
ORDB02934,2018-10-24,17:48:10,Dinner,TP,"[('Salmon', 1), ('Fish&Chips', 10), ('Shrimp', 9)]",877.0,-37.8205124,144.966366,0,7.433,11.7474869
ORDB10788,2018-10-27,17:58:18,Dinner,TP,"[('Fish&Chips', 6), ('Salmon', 4), ('Pasta', 9), ('Shrimp', 6)]",945.5,-37.8158734,144.9996785,0,10.76,16.3533372
ORDC03922,2018-04-28,11:53:14,Breakfast,NS,"[('Cereal', 7), ('Pancake', 8), ('Coffee', 9)]",408.5,-37.8023661,144.9620569,0,7.035,13.7004702
ORDJ02604,2018-05-15,12:23:39,Lunch,TP,"[('Chicken', 4), ('Fries', 3)]",164.0,-37.8240069,144.9534791,0,8.2,18.3455424
ORDB02010,2018-09-20,16:37:10,Dinner,TP,"[('Pasta', 1), ('Shrimp', 10), ('Fish&Chips', 8)]",847.5,-37.8013082,144.9575454,0,9.558,13.5141728
ORDK07011,2018-09-10,16:16:54,Dinner,BK,"[('Fish&Chips', 2), ('Pasta', 3), ('Salmon', 1), ('Shrimp', 5)]",463.5,-37.8175106,144.9487589,0,9.118,16.0972989
ORDC04829,2018-01-23,08:40:33,Breakfast,NS,"[('Eggs', 6), ('Coffee', 1), ('Cereal', 10), ('Pancake', 7)]",519.25,-37.8082105,144.9345625,0,10.211,15.1625082
ORDI01778,2018-02-16,09:31:16,Breakfast,NS,"[('Pancake', 5), ('Coffee', 5), ('Cereal', 1), ('Eggs', 5)]",289.75,-37.8101575,144.9500656,0,8.623,13.9473574
ORDA03372,2018-12-02,19:09:17,Dinner,BK,"[('Salmon', 9), ('Shrimp', 2)]",477.0,-37.8052643,144.9695957,0,6.998,16.5280064
ORDX09474,2018-07-27,14:45:38,Lunch,BK,"[('Steak', 7), ('Chicken', 5), ('Salad', 1), ('Fries', 8)]",588.2,-37.8015996,144.9843406,0,6.468,12.3272808
ORDY00746,2018-01-07,08:10:08,Breakfast,TP,"[('Pancake', 6), ('Coffee', 9), ('Cereal', 4)]",297.0,-37.8122119,144.9370288,1,10.652,7.288389
ORDJ05223,2018-01-22,08:40:33,Breakfast,TP,"[('Pancake', 3), ('Coffee', 1), ('Eggs', 10)]",300.25,-37.806898,144.9541113,0,9.246,12.2539263
ORDK05157,2018-08-24,15:46:28,Lunch,BK,"[('Steak', 10), ('Burger', 1), ('Chicken', 7), ('Salad', 7), ('Fries', 2)]",849.4,-37.8034374,144.9526287,0,8.45,7.12855895
ORDJ04707,2018-11-10,18:18:35,Dinner,TP,"[('Fish&Chips', 3), ('Pasta', 7)]",297.5,-37.8104585,144.9440867,0,9.766,15.2350134
ORDC07100,2018-12-02,19:09:17,Dinner,NS,"[('Pasta', 2), ('Fish&Chips', 2), ('Salmon', 8), ('Shrimp', 8)]",885.0,-37.8024048,144.9789446,0,6.961,14.8738965
ORDB00950,2018-01-16,08:30:25,Breakfast,TP,"[('Coffee', 5), ('Eggs', 8)]",213.5,-37.8070076,144.9578953,1,9.168,6.2303305
ORDA06898,2018-11-16,18:28:43,Dinner,BK,"[('Pasta', 1), ('Shrimp', 4), ('Fish&Chips', 6), ('Salmon', 2)]",535.5,-37.8119028,144.9780502,0,6.384,13.5566868
ORDI05022,2018-08-09,15:16:03,Lunch,NS,"[('Chicken', 4), ('Salad', 5), ('Burger', 4), ('Steak', 1), ('Fries', 4)]",431.0,-37.8224504,144.9558264,0,9.52,15.1684567
ORDY03921,2018-09-16,16:27:02,Dinner,TP,"[('Salmon', 6), ('Shrimp', 1), ('Pasta', 7), ('Fish&Chips', 4)]",632.5,-37.805261,144.9417484,0,10.347,15.6688128
ORDZ06524,2018-09-10,16:16:54,Dinner,NS,"[('Fish&Chips', 4), ('Shrimp', 10), ('Pasta', 7), ('Salmon', 4)]",1036.5,-37.8061847,144.9865626,0,8.002,13.8799289
ORDI03749,2018-06-27,13:54:55,Lunch,NS,"[('Burger', 9), ('Salad', 1), ('Steak', 5), ('Fries', 3), ('Chicken', 7)]",781.2,-37.82489,144.9848664,0,9.503,15.1497083
ORDC05998,2018-11-27,18:59:09,Dinner,NS,"[('Fish&Chips', 9), ('Salmon', 10)]",725.0,-37.8187564,144.9842151,0,8.943,15.4019891
ORDC02889,2018-12-19,19:39:43,Dinner,NS,"[('Pasta', 9), ('Shrimp', 1), ('Fish&Chips', 10), ('Salmon', 4)]",815.5,-37.8253708,144.9892856,0,9.777,8.0571397
ORDX10904,2018-11-21,18:49:00,Dinner,BK,"[('Shrimp', 9), ('Salmon', 1)]",527.0,-37.819369,144.9902648,0,5.81,12.4603765
ORDY09645,2018-02-01,09:00:50,Breakfast,TP,"[('Coffee', 7), ('Cereal', 1)]",73.5,-37.8152876,144.9556252,0,8.475,11.3714921
ORDZ01368,2018-08-31,15:56:37,Lunch,NS,"[('Fries', 1), ('Salad', 7), ('Chicken', 3), ('Burger', 3), ('Steak', 8)]",681.4,-37.8018385,144.9633837,0,6.872,12.4283848
ORDK01706,2018-03-03,10:01:41,Breakfast,BK,"[('Pancake', 5), ('Coffee', 4), ('Eggs', 4)]",239.25,-37.8222824,145.0155699,0,4.655,11.7772093
ORDB00807,2018-07-20,14:35:29,Lunch,TP,"[('Fries', 3), ('Salad', 2)]",70.4,-37.8171439,144.9533633,0,8.593,12.6091609
ORDC01925,2018-01-02,08:00:00,Breakfast,NS,"[('Cereal', 7), ('Eggs', 8)]",323.0,-37.8271878,144.9940192,1,10.086,7.1972907
ORDX04603,2018-08-11,15:16:03,Lunch,BK,"[('Chicken', 5), ('Fries', 8), ('Salad', 9), ('Burger', 7)]",627.8,-37.8106068,144.9887464,0,5.219,13.1609699
ORDJ10605,2018-09-30,16:57:27,Dinner,TP,"[('Salmon', 9), ('Pasta', 10), ('Fish&Chips', 8), ('Shrimp', 5)]",1194.0,-37.7996998,144.9771516,0,10.193,15.9562078
ORDY06596,2018-08-03,15:05:54,Lunch,TP,"[('Steak', 6), ('Burger', 4)]",394.0,-37.815786,145.0094576,0,11.748,14.5046094
ORDA00896,2018-09-11,16:16:54,Dinner,BK,"[('Shrimp', 8), ('Fish&Chips', 8)]",712.0,-37.8178305,144.9487158,0,9.12,16.1476282
ORDZ01572,2018-02-06,09:10:59,Breakfast,NS,"[('Coffee', 6), ('Cereal', 4)]",129.0,-37.8218689,144.9791626,0,8.896,14.0759707
ORDK04020,2018-03-30,10:52:23,Breakfast,BK,"[('Coffee', 7), ('Cereal', 7), ('Eggs', 7)]",353.5,-37.8123177,144.9622963,0,7.666,12.5977227
ORDY06429,2018-01-15,08:20:16,Breakfast,TP,"[('Eggs', 2), ('Pancake', 3)]",116.75,-37.8068662,144.9387806,1,10.392,6.428498
ORDK10104,2018-04-10,11:12:40,Breakfast,BK,"[('Coffee', 5), ('Eggs', 8), ('Pancake', 10)]",456.0,-37.8207611,144.9670767,0,7.924,13.0602233
ORDX03518,2018-03-21,10:32:06,Breakfast,BK,"[('Eggs', 10), ('Cereal', 7), ('Pancake', 4)]",464.0,-37.8138969,144.9603552,0,7.93,12.6090614
ORDC09581,2018-01-09,08:10:08,Breakfast,NS,"[('Coffee', 8), ('Cereal', 10), ('Eggs', 8), ('Pancake', 6)]",591.5,-37.8145621,144.9382235,1,9.788,7.3320622
